customer_id,monthly_fee,tenure_months,support_tickets,logins_per_month,churn
2469,100,3,4,21,1
2470,10,2,0,3,0
2471,10,6,1,21,0
2472,50,21,1,28,0
2473,50,9,1,28,0
2474,30,10,1,5,0
2475,50,36,5,7,1
2476,30,3,1,57,0
2477,10,41,0,5,0
2478,20,24,1,9,1
2479,100,22,3,47,0
2480,10,14,3,21,1
2481,50,42,0,20,1
2482,100,45,1,38,0
2483,20,44,0,40,0
2484,20,27,0,52,1
2485,30,33,2,37,0
2486,100,22,1,58,0
2487,30,29,2,17,0
2488,10,19,1,42,0
2489,100,19,1,28,0
2490,10,6,2,31,0
2491,30,45,2,33,0
2492,100,19,1,32,0
2493,30,13,1,32,1
2494,100,26,1,48,0
2495,30,22,2,56,1
2496,20,21,1,23,0
2497,30,36,2,21,0
2498,20,2,4,25,0
2499,30,47,0,33,0
2500,100,44,2,3,0
2501,100,30,2,6,0
2502,100,27,1,49,0
2503,50,7,3,28,0
2504,10,20,1,54,0
2505,100,31,4,2,1
2506,20,23,2,32,0
2507,100,13,0,26,0
2508,50,17,2,5,0
2509,20,4,0,11,1
2510,50,14,1,10,0
2511,20,20,3,15,1
2512,30,13,2,18,0
2513,10,3,1,49,0
2514,10,26,2,14,0
2515,50,26,3,28,0
2516,10,18,2,30,1
2517,50,32,1,13,0
2518,50,14,3,20,0
2519,50,47,2,2,0
2520,10,3,3,25,0
2521,50,1,1,44,0
2522,10,26,0,59,0
2523,50,24,2,43,0
2524,100,35,1,51,0
2525,50,14,0,12,0
2526,20,3,0,25,0
2527,50,13,3,4,0
2528,30,47,2,42,0
2529,50,14,4,12,0
2530,20,21,2,7,0
2531,20,26,2,55,0
2532,10,3,0,38,0
2533,100,40,2,40,1
2534,50,4,1,59,0
2535,10,36,0,32,0
2536,100,43,0,43,1
2537,50,1,2,6,0
2538,30,40,0,57,0
2539,50,47,1,53,0
2540,20,33,1,27,1
2541,20,7,0,35,1
2542,30,11,2,21,0
2543,10,27,1,20,0
2544,100,14,2,19,0
2545,50,22,1,33,1
2546,20,16,1,56,0
2547,10,46,0,4,0
2548,30,12,0,19,0
2549,20,46,0,52,0
2550,30,10,2,49,0
2551,50,24,0,28,0
2552,100,46,1,22,0
2553,20,18,1,51,0
2554,20,22,0,24,0
2555,50,9,3,59,0
2556,10,17,0,46,1
2557,100,38,1,30,0
2558,20,40,1,29,0
2559,100,13,2,10,0
2560,20,37,0,53,0
2561,100,6,1,32,1
2562,30,21,2,9,0
2563,20,36,0,25,0
2564,100,7,1,16,0
2565,10,36,3,15,0
2566,30,25,4,59,0
2567,30,11,2,48,0
2568,10,44,4,18,0
2569,100,14,4,53,0
2570,50,45,0,23,0
2571,10,29,1,55,0
2572,100,10,1,42,1
2573,10,5,0,3,1
2574,10,8,1,7,0
2575,20,46,0,39,0
2576,100,5,0,52,0
2577,50,24,3,11,0
2578,20,40,1,55,1
2579,10,26,2,24,0
2580,10,6,1,35,1
2581,10,16,3,50,1
2582,100,36,1,25,0
2583,100,12,0,28,0
2584,20,11,2,12,1
2585,50,3,0,23,0
2586,20,44,1,17,0
2587,30,37,1,58,0
2588,10,6,4,58,0
2589,10,19,1,41,1
2590,10,18,4,37,0
2591,20,16,2,18,0
2592,20,23,1,55,0
2593,10,43,2,9,1
2594,20,37,2,45,1
2595,100,9,1,35,0
2596,100,3,2,36,0
2597,20,8,3,57,0
2598,10,38,1,18,0
2599,20,4,2,20,1
2600,20,12,3,21,1
2601,20,44,1,47,1
2602,30,31,2,20,0
2603,100,25,1,55,1
2604,50,16,0,6,0
2605,50,42,0,9,0
2606,30,14,4,43,1
2607,20,13,1,29,0
2608,30,41,1,29,0
2609,30,7,0,13,0
2610,10,12,1,36,0
2611,100,37,1,27,0
2612,50,4,2,47,0
2613,20,2,1,57,0
2614,50,35,0,49,0
2615,50,44,1,44,0
2616,100,3,0,6,0
2617,50,4,0,39,0
2618,50,38,1,57,0
2619,30,12,1,32,0
2620,100,19,4,49,0
2621,10,10,2,43,0
2622,20,1,2,44,1
2623,50,17,3,28,0
2624,20,16,2,45,1
2625,10,9,3,1,0
2626,20,9,2,50,0
2627,10,9,1,54,1
2628,30,12,1,51,0
2629,50,41,0,43,0
2630,10,15,2,31,0
2631,20,2,3,30,0
2632,50,11,0,54,0
2633,30,11,2,18,0
2634,50,8,1,29,0
2635,10,32,2,42,0
2636,30,6,0,38,0
2637,20,20,1,23,0
2638,30,39,1,22,0
2639,30,35,2,2,0
2640,100,8,3,5,0
2641,30,43,0,42,0
2642,30,34,0,15,0
2643,50,19,1,32,0
2644,20,7,3,46,1
2645,50,31,1,6,0
2646,50,18,0,14,1
2647,10,40,1,24,0
2648,50,14,4,57,0
2649,100,39,1,21,0
2650,100,36,1,14,0
2651,10,17,1,12,0
2652,20,37,3,55,0
2653,20,44,1,4,0
2654,50,9,3,58,0
2655,50,20,6,44,0
2656,50,45,1,21,1
2657,20,28,4,17,0
2658,30,20,0,29,0
2659,100,41,0,51,1
2660,30,36,1,16,0
2661,30,27,0,18,0
2662,20,8,1,38,0
2663,30,32,0,41,0
2664,10,1,0,58,0
2665,50,17,1,51,0
2666,10,9,1,44,0
2667,100,20,5,11,0
2668,50,45,2,32,0
2669,30,32,2,28,0
2670,100,2,4,16,0
2671,50,32,1,34,0
2672,30,45,1,50,0
2673,10,9,1,30,0
2674,50,30,1,38,0
2675,30,20,2,58,0
2676,10,38,1,22,1
2677,100,1,3,5,0
2678,100,5,1,9,0
2679,100,35,0,13,0
2680,100,36,1,39,0
2681,20,1,2,23,0
2682,50,14,3,27,0
2683,50,9,2,32,0
2684,20,30,1,31,1
2685,30,24,1,33,1
2686,30,4,4,42,0
2687,100,14,4,26,0
2688,10,25,2,18,0
2689,30,4,2,12,0
2690,10,25,1,3,0
2691,50,10,0,5,0
2692,10,35,2,14,0
2693,50,7,2,59,0
2694,20,42,3,47,0
2695,20,13,1,12,0
2696,100,4,0,4,1
2697,30,43,1,56,0
2698,100,36,0,16,0
2699,50,14,2,11,0
2700,100,18,1,36,0
2701,10,8,1,38,0
2702,50,32,2,57,0
2703,20,27,4,48,0
2704,30,42,2,2,0
2705,50,37,1,13,0
2706,50,23,3,8,0
2707,10,7,5,44,0
2708,30,12,2,21,1
2709,20,25,5,26,0
2710,50,3,1,38,1
2711,50,26,1,35,1
2712,10,4,2,15,0
2713,100,42,1,40,0
2714,20,36,0,30,0
2715,30,15,1,2,0
2716,50,32,1,16,0
2717,50,29,1,13,0
2718,20,10,2,1,0
2719,100,21,3,43,0
2720,50,16,1,28,0
2721,20,47,5,1,1
2722,10,19,1,40,1
2723,100,29,2,34,1
2724,30,18,3,13,0
2725,50,44,2,53,0
2726,20,16,3,2,0
2727,10,1,1,59,0
2728,30,2,3,4,0
2729,20,15,2,25,0
2730,20,39,1,34,0
2731,30,28,0,13,0
2732,10,1,0,36,0
2733,10,5,2,32,1
2734,100,42,1,58,0
2735,50,22,2,21,0
2736,30,36,0,26,1
2737,30,46,2,15,1
2738,30,13,3,29,0
2739,10,1,4,26,0
2740,50,16,1,21,0
2741,100,41,0,12,0
2742,20,22,2,12,0
2743,20,32,2,5,0
2744,30,16,0,42,0
2745,50,15,2,26,0
2746,10,46,2,32,0
2747,50,42,2,2,0
2748,50,12,0,8,0
2749,10,1,2,27,0
2750,30,17,2,37,0
2751,50,41,4,54,0
2752,20,28,3,8,0
2753,10,7,2,24,0
2754,100,9,1,13,0
2755,30,22,1,29,0
2756,10,26,2,13,0
2757,100,12,1,58,0
2758,100,7,1,23,0
2759,50,46,1,47,0
2760,50,47,1,15,0
2761,50,15,3,24,0
2762,10,38,1,58,0
2763,10,21,2,43,0
2764,30,14,0,23,0
2765,50,2,1,10,0
2766,100,8,1,38,0
2767,20,45,2,5,1
2768,30,6,1,5,0
2769,10,37,2,31,0
2770,30,37,1,40,1
2771,30,33,2,1,0
2772,30,41,2,2,0
2773,30,6,3,49,0
2774,20,26,3,29,0
2775,50,39,3,58,0
2776,100,41,1,7,0
2777,30,37,1,29,0
2778,30,14,2,57,0
2779,30,37,1,55,0
2780,50,8,3,9,1
2781,10,39,0,36,0
2782,10,13,2,7,0
2783,20,13,3,28,0
2784,10,40,1,10,0
2785,30,43,0,16,0
2786,30,28,1,10,0
2787,30,18,1,39,1
2788,20,19,2,58,0
2789,30,38,2,26,0
2790,10,32,1,34,0
2791,50,22,3,34,0
2792,50,2,0,40,1
2793,100,13,1,14,1
2794,10,23,2,18,1
2795,30,25,1,1,0
2796,50,28,1,17,0
2797,10,11,1,49,0
2798,50,33,2,22,1
2799,30,24,2,37,0
2800,50,2,0,16,0
2801,100,30,2,7,0
2802,100,17,0,15,0
2803,50,40,0,51,0
2804,10,34,3,21,0
2805,10,38,1,2,1
2806,10,22,2,59,0
2807,50,5,2,48,0
2808,10,40,2,25,0
2809,30,16,2,9,0
2810,100,13,1,20,0
2811,30,26,2,50,0
2812,10,31,0,10,0
2813,30,39,3,56,0
2814,10,23,1,52,0
2815,50,12,2,21,0
2816,30,14,2,4,0
2817,50,18,1,30,0
2818,50,27,1,34,0
2819,20,28,3,30,1
2820,10,18,0,14,0
2821,100,16,4,22,0
2822,10,16,1,1,0
2823,100,13,2,8,0
2824,10,29,2,11,0
2825,50,9,3,1,1
2826,30,26,0,5,0
2827,30,28,0,57,0
2828,20,41,1,45,0
2829,100,13,1,49,0
2830,100,36,2,10,0
2831,100,9,1,55,1
2832,50,47,1,39,0
2833,100,14,2,13,0
2834,30,12,3,21,0
2835,50,32,3,36,0
2836,10,38,2,57,0
2837,100,3,2,53,0
2838,100,16,0,45,0
2839,10,20,1,33,0
2840,100,32,2,57,0
2841,10,23,1,43,0
2842,50,17,2,28,0
2843,30,16,2,53,0
2844,10,38,1,9,0
2845,20,8,1,45,0
2846,10,19,0,11,0
2847,100,30,1,59,1
2848,50,34,2,40,0
2849,50,14,1,29,0
2850,10,22,0,58,1
2851,30,44,1,7,0
2852,20,17,5,27,0
2853,50,15,3,22,0
2854,100,32,0,57,1
2855,100,13,1,31,0
2856,30,21,0,30,0
2857,50,40,2,28,0
2858,10,33,2,20,1
2859,100,27,2,15,0
2860,30,35,1,15,0
2861,50,16,1,53,0
2862,50,28,1,12,0
2863,50,34,0,17,1
2864,50,47,2,23,0
2865,50,1,0,6,1
2866,100,41,2,45,0
2867,30,31,1,16,0
2868,50,36,1,27,0
2869,20,44,0,23,1
2870,20,33,3,1,0
2871,30,33,1,45,0
2872,10,39,3,7,0
2873,10,18,0,45,0
2874,10,23,1,39,0
2875,20,23,0,40,0
2876,10,15,0,50,0
2877,100,26,0,49,0
2878,50,30,2,48,0
2879,20,25,3,49,1
2880,30,45,1,40,0
2881,30,16,2,39,0
2882,50,39,1,57,0
2883,20,45,3,18,0
2884,10,14,1,36,0
2885,10,17,0,56,0
2886,100,12,2,22,0
2887,100,29,2,2,1
2888,10,32,4,48,0
2889,30,24,2,26,0
2890,30,13,1,50,0
2891,100,20,2,32,1
2892,50,15,0,23,0
2893,10,4,2,57,0
2894,100,34,2,40,0
2895,100,28,2,46,0
2896,10,2,1,18,0
2897,10,47,1,19,0
2898,30,30,3,24,0
2899,50,26,3,4,0
2900,50,47,2,54,0
2901,10,26,3,46,0
2902,20,20,3,2,0
2903,100,42,1,30,0
2904,100,28,1,49,0
2905,10,20,1,38,0
2906,20,11,2,31,0
2907,30,10,1,40,0
2908,10,23,2,16,0
2909,10,37,0,53,0
2910,100,41,0,33,0
2911,10,19,3,58,0
2912,10,45,2,50,0
2913,10,18,3,3,0
2914,100,27,1,18,0
2915,30,6,3,57,0
2916,30,10,1,10,0
2917,10,2,1,2,0
2918,100,24,2,51,0
2919,30,38,3,30,1
2920,30,28,2,30,0
2921,30,28,4,25,0
2922,100,45,1,43,1
2923,100,39,1,51,0
2924,10,2,3,56,1
2925,50,46,2,24,0
2926,30,5,1,59,0
2927,50,11,3,35,0
2928,100,10,0,10,0
2929,100,43,3,48,0
2930,100,2,0,30,0
2931,50,15,0,26,0
2932,100,39,1,35,0
2933,10,41,0,24,0
2934,100,37,1,51,1
2935,20,7,1,20,0
2936,50,20,1,53,0
2937,20,34,1,39,0
2938,100,35,2,49,0
2939,10,34,0,40,0
2940,30,22,2,35,0
2941,100,31,0,39,1
2942,10,23,1,59,0
2943,50,19,1,10,0
2944,20,4,1,27,0
2945,20,24,3,51,0
2946,20,20,1,57,0
2947,50,39,1,15,0
2948,10,28,1,58,0
2949,50,39,2,15,1
2950,20,17,0,37,0
2951,100,19,1,35,0
2952,30,35,1,3,0
2953,50,32,3,29,0
2954,50,47,0,4,0
2955,10,46,0,47,0
2956,10,47,2,16,0
2957,50,46,0,5,0
2958,20,39,3,21,0
2959,30,35,2,40,0
2960,10,30,2,42,0
2961,20,17,0,54,1
2962,100,42,2,21,0
2963,10,47,0,2,0
2964,20,29,1,14,0
2965,20,6,1,5,0
2966,30,17,1,7,0
2967,30,17,3,11,0
2968,100,14,2,35,0
2969,20,24,1,30,0
2970,20,37,3,44,0
2971,30,40,2,46,0
2972,10,39,2,55,0
2973,10,32,0,1,0
2974,50,36,2,54,0
2975,30,37,1,16,0
2976,50,14,2,47,0
2977,30,27,2,1,0
2978,100,19,2,55,0
2979,20,31,2,22,1
2980,100,46,0,13,0
2981,30,9,0,58,0
2982,20,38,1,27,0
2983,10,17,3,15,0
2984,10,19,2,17,0
2985,50,44,2,9,0
2986,30,4,1,5,0
2987,30,11,2,59,0
2988,10,22,0,23,0
2989,100,4,1,44,0
2990,20,17,1,49,0
2991,100,8,3,43,0
2992,100,46,2,11,1
2993,10,34,3,24,0
2994,10,11,3,8,1
2995,10,31,2,47,0
2996,50,11,4,57,0
2997,100,38,2,34,0
2998,30,21,4,54,0
2999,20,46,0,42,1
3000,50,30,2,53,0
3001,30,10,2,31,0
3002,100,26,1,22,0
3003,10,27,2,14,0
3004,100,8,1,5,0
3005,20,39,1,59,0
3006,50,8,2,17,0
3007,50,8,2,18,1
3008,20,34,2,19,0
3009,30,16,1,7,0
3010,30,41,2,26,0
3011,50,13,0,25,0
3012,50,23,1,18,0
3013,10,12,1,44,0
3014,30,27,0,15,1
3015,20,22,3,29,0
3016,30,32,1,46,0
3017,10,27,2,42,0
3018,50,2,1,49,0
3019,50,45,1,1,0
3020,10,33,2,4,0
3021,20,26,1,9,0
3022,50,28,1,36,0
3023,100,19,1,51,1
3024,50,43,0,58,0
3025,100,5,2,32,0
3026,10,33,2,24,1
3027,10,20,0,57,0
3028,50,30,1,37,1
3029,30,45,2,18,0
3030,100,8,1,15,0
3031,20,38,0,20,0
3032,50,17,1,58,0
3033,20,44,2,40,0
3034,50,1,2,2,0
3035,30,3,1,25,0
3036,30,46,2,13,0
3037,30,26,1,27,1
3038,30,31,0,13,0
3039,10,8,1,28,0
3040,10,43,4,46,0
3041,100,46,2,15,0
3042,20,8,1,29,1
3043,50,35,2,21,0
3044,50,39,1,44,0
3045,10,28,0,31,0
3046,50,4,0,23,1
3047,10,16,0,37,0
3048,100,13,2,3,0
3049,20,20,1,50,0
3050,100,5,1,35,0
3051,30,37,2,14,0
3052,30,20,3,2,0
3053,30,24,3,50,0
3054,100,36,0,13,0
3055,50,34,1,2,0
3056,20,45,3,12,0
3057,30,34,4,27,0
3058,30,19,1,34,0
3059,30,17,1,40,0
3060,20,5,2,5,0
3061,30,25,3,25,0
3062,20,18,1,11,0
3063,30,8,1,13,0
3064,100,27,1,28,0
3065,100,15,1,21,0
3066,20,45,1,49,0
3067,100,13,3,56,0
3068,20,16,1,48,0
3069,100,22,0,51,1
3070,100,20,0,26,0
3071,20,13,1,27,0
3072,50,20,1,26,0
3073,100,2,0,15,0
3074,30,35,0,50,0
3075,50,47,2,6,0
3076,20,19,0,4,0
3077,50,45,1,4,0
3078,10,37,5,30,1
3079,10,6,2,13,0
3080,100,14,1,9,0
3081,100,4,5,42,0
3082,30,22,3,14,0
3083,50,39,1,28,0
3084,10,36,1,40,0
3085,100,34,2,3,0
3086,50,27,1,41,0
3087,100,7,1,29,0
3088,100,3,1,33,0
3089,10,47,1,15,0
3090,10,33,3,47,1
3091,100,2,1,39,0
3092,20,42,1,15,0
3093,100,16,2,7,1
3094,100,25,1,45,0
3095,30,15,3,12,0
3096,30,24,0,50,0
3097,30,15,0,39,0
3098,20,31,0,7,0
3099,20,14,0,47,0
3100,100,14,3,41,0
3101,30,6,3,6,0
3102,20,14,4,26,0
3103,10,17,2,59,0
3104,100,18,2,58,0
3105,50,20,2,9,0
3106,100,17,3,51,0
3107,50,16,4,24,0
3108,30,40,3,52,0
3109,50,39,0,30,0
3110,30,32,4,16,0
3111,10,44,3,48,0
3112,50,9,1,27,0
3113,100,27,5,33,0
3114,30,46,2,23,0
3115,100,33,1,45,0
3116,20,10,1,19,0
3117,30,17,0,36,0
3118,50,36,3,19,0
3119,30,17,3,22,0
3120,100,18,1,42,0
3121,10,23,0,45,0
3122,30,34,1,33,0
3123,50,8,1,45,1
3124,20,13,1,10,0
3125,10,23,1,47,0
3126,20,20,0,32,0
3127,30,22,1,15,0
3128,100,47,3,39,0
3129,100,23,2,58,0
3130,50,41,2,46,0
3131,100,35,0,8,0
3132,10,3,0,51,0
3133,100,34,1,25,0
3134,50,33,1,18,0
3135,30,46,1,15,0
3136,30,17,0,58,0
3137,100,45,0,59,0
3138,20,19,3,26,0
3139,30,30,2,41,0
3140,100,23,2,44,1
3141,50,15,1,21,0
3142,100,14,1,22,0
3143,30,2,2,46,1
3144,50,39,4,34,0
3145,100,18,1,37,0
3146,10,6,1,54,0
3147,50,32,1,37,0
3148,10,21,1,14,1
3149,20,40,1,4,0
3150,50,28,3,24,0
3151,10,27,2,2,0
3152,30,2,3,1,0
3153,30,33,2,2,0
3154,20,16,2,13,1
3155,50,39,1,27,1
3156,50,22,2,52,0
3157,50,43,3,17,0
3158,20,47,3,57,0
3159,50,13,2,45,0
3160,30,2,0,17,0
3161,10,14,1,5,0
3162,30,38,0,24,0
3163,30,41,2,57,0
3164,10,28,2,57,0
3165,30,7,1,8,1
3166,20,18,0,54,0
3167,10,41,3,54,0
3168,30,36,0,44,0
3169,100,41,1,9,1
3170,30,36,1,18,0
3171,20,44,1,16,0
3172,50,4,2,51,0
3173,30,30,1,32,0
3174,50,24,2,54,0
3175,100,20,0,40,0
3176,30,46,3,39,0
3177,10,31,0,56,0
3178,50,24,2,53,0
3179,100,7,0,41,0
3180,10,26,5,54,0
3181,10,13,0,44,0
3182,10,8,1,46,0
3183,10,5,2,32,0
3184,30,44,1,42,0
3185,30,13,1,48,0
3186,30,29,2,2,1
3187,100,20,2,38,1
3188,100,14,0,43,0
3189,100,32,3,4,0
3190,20,27,2,5,0
3191,100,25,3,37,1
3192,30,4,0,49,0
3193,30,21,2,58,0
3194,20,18,3,37,1
3195,20,39,2,26,1
3196,100,15,1,43,0
3197,50,38,2,9,0
3198,20,24,1,15,1
3199,10,8,0,24,1
3200,30,28,2,24,0
3201,10,21,0,35,1
3202,30,16,2,48,0
3203,30,16,0,41,0
3204,20,35,0,25,0
3205,20,17,3,26,0
3206,10,9,2,23,0
3207,30,35,1,6,0
3208,10,29,1,41,0
3209,50,39,0,27,1
3210,10,18,4,54,0
3211,100,12,0,19,0
3212,10,19,2,31,1
3213,100,22,2,38,0
3214,100,15,2,43,0
3215,100,1,2,32,0
3216,50,2,1,2,1
3217,10,8,0,18,0
3218,10,22,0,28,0
3219,50,25,1,7,1
3220,30,2,1,56,0
3221,20,9,0,23,1
3222,10,9,0,53,0
3223,20,13,1,36,0
3224,50,6,0,24,0
3225,30,30,2,28,0
3226,30,15,1,25,0
3227,30,15,1,39,0
3228,50,7,0,49,0
3229,100,11,0,4,1
3230,100,40,2,45,0
3231,20,38,0,52,0
3232,100,40,2,58,0
3233,100,2,1,19,0
3234,30,39,0,4,0
3235,30,10,1,57,0
3236,20,44,3,13,1
3237,10,17,3,1,0
3238,20,7,1,34,0
3239,20,40,1,7,0
3240,50,39,0,25,0
3241,50,4,1,23,0
3242,20,35,2,30,0
3243,20,47,0,49,0
3244,20,36,3,7,0
3245,100,31,1,54,0
3246,50,25,2,45,0
3247,20,41,4,17,0
3248,30,13,0,33,0
3249,30,18,4,2,1
3250,100,21,0,38,0
3251,100,1,3,44,0
3252,10,36,2,13,0
3253,10,8,0,52,0
3254,10,21,2,52,1
3255,100,43,1,32,0
3256,100,21,1,22,0
3257,100,27,1,9,0
3258,30,19,1,17,0
3259,100,23,0,18,0
3260,30,43,2,40,0
3261,10,35,1,40,0
3262,10,40,1,27,0
3263,10,42,2,11,1
3264,20,5,1,54,0
3265,20,41,1,54,0
3266,50,8,2,28,0
3267,50,11,2,8,0
3268,50,16,1,50,1
3269,20,39,2,18,0
3270,20,47,0,13,0
3271,50,24,2,33,0
3272,50,21,2,15,0
3273,100,23,1,22,0
3274,50,38,0,38,0
3275,100,47,2,30,0
3276,30,8,0,6,0
3277,20,7,0,45,0
3278,50,2,2,59,1
3279,20,30,1,34,1
3280,20,13,1,55,0
3281,20,23,1,19,0
3282,30,29,2,49,0
3283,10,38,2,33,0
3284,50,37,2,14,0
3285,10,20,0,48,0
3286,10,33,2,47,0
3287,10,29,2,41,0
3288,20,15,2,19,0
3289,100,23,2,40,0
3290,20,42,0,15,0
3291,20,3,2,10,0
3292,10,37,0,55,0
3293,20,29,2,2,1
3294,10,45,4,50,0
3295,100,8,2,52,0
3296,50,22,1,2,0
3297,10,29,3,21,0
3298,100,2,1,12,0
3299,50,41,0,10,0
3300,30,45,0,12,0
3301,10,1,1,39,1
3302,10,44,1,2,0
3303,30,20,3,57,1
3304,30,21,4,1,1
3305,10,37,1,2,1
3306,30,8,1,23,0
3307,20,27,2,28,0
3308,50,47,1,53,0
3309,50,35,0,17,0
3310,50,6,0,52,0
3311,20,45,5,40,0
3312,30,44,0,21,0
3313,100,19,1,44,0
3314,30,18,4,34,0
3315,10,1,1,9,0
3316,50,25,2,17,0
3317,30,27,2,49,1
3318,100,7,1,42,0
3319,10,44,2,45,0
3320,20,42,0,32,0
3321,20,29,5,5,1
3322,100,31,1,14,0
3323,10,44,1,46,0
3324,50,43,1,47,0
3325,30,36,0,25,0
3326,10,19,2,22,0
3327,20,6,2,5,0
3328,100,25,1,54,0
3329,100,31,1,38,0
3330,30,9,2,9,0
3331,100,20,0,31,0
3332,100,10,3,41,0
3333,10,37,0,21,0
3334,50,27,1,36,0
3335,30,13,0,1,0
3336,10,41,2,22,1
3337,50,2,0,23,0
3338,10,21,3,23,0
3339,10,33,2,15,0
3340,100,24,1,46,0
3341,50,44,1,1,0
3342,30,42,1,6,0
3343,30,34,1,40,0
3344,50,9,2,35,0
3345,100,2,0,17,1
3346,20,30,3,23,0
3347,10,22,1,20,1
3348,100,46,2,28,0
3349,50,11,1,37,0
3350,10,43,1,18,0
3351,30,17,2,7,0
3352,20,36,1,49,0
3353,30,13,1,47,0
3354,50,7,2,20,0
3355,10,16,2,24,0
3356,50,33,3,16,0
3357,10,45,1,13,1
3358,100,1,2,28,0
3359,20,11,0,7,0
3360,100,6,2,15,0
3361,100,20,0,23,1
3362,50,35,1,23,0
3363,20,44,2,31,0
3364,10,37,3,5,0
3365,10,41,1,27,0
3366,30,26,2,44,1
3367,10,12,3,10,0
3368,50,30,1,51,0
3369,100,28,2,42,0
3370,100,27,1,7,0
3371,100,42,1,56,1
3372,20,19,0,32,0
3373,10,5,0,23,0
3374,50,5,1,54,0
3375,20,41,0,47,0
3376,30,27,0,9,0
3377,50,28,0,29,1
3378,50,26,0,27,1
3379,50,27,2,38,0
3380,100,42,0,21,0
3381,50,21,1,43,1
3382,10,1,1,6,0
3383,50,28,1,26,0
3384,100,15,1,20,0
3385,50,17,0,15,0
3386,30,26,3,45,0
3387,30,20,0,38,0
3388,100,25,1,20,0
3389,10,13,3,53,0
3390,10,33,3,15,0
3391,20,25,4,29,1
3392,100,8,0,6,0
3393,50,5,2,16,1
3394,100,6,2,1,0
3395,20,23,0,6,1
3396,100,30,3,16,0
3397,100,14,0,54,1
3398,20,23,2,33,0
3399,10,11,3,7,0
3400,50,31,0,10,1
3401,20,6,1,53,0
3402,30,11,1,8,0
3403,10,13,2,21,0
3404,30,12,5,26,0
3405,10,2,3,37,0
3406,50,35,0,18,0
3407,50,36,1,4,0
3408,100,17,3,20,0
3409,30,28,0,48,0
3410,10,28,2,42,0
3411,50,22,2,58,0
3412,20,38,1,48,1
3413,50,7,0,40,1
3414,20,15,3,19,0
3415,10,32,0,33,0
3416,50,11,1,23,0
3417,50,24,1,9,0
3418,10,3,5,38,1
3419,50,30,1,45,0
3420,20,6,1,45,0
3421,50,2,2,18,0
3422,30,14,1,46,0
3423,100,41,0,2,0
3424,20,18,3,48,0
3425,30,44,1,17,0
3426,10,31,3,54,0
3427,20,13,2,16,1
3428,100,26,0,46,0
3429,100,44,3,45,1
3430,10,12,1,48,0
3431,10,18,2,24,0
3432,20,9,3,31,0
3433,50,21,1,1,0
3434,10,40,3,28,0
3435,50,43,1,49,0
3436,30,24,0,33,0
3437,100,34,1,42,0
3438,50,8,0,37,0
3439,100,44,0,39,0
3440,50,33,3,4,0
3441,30,23,2,1,0
3442,10,13,1,33,1
3443,30,14,1,10,0
3444,10,14,1,3,0
3445,10,16,1,37,0
3446,100,38,3,45,0
3447,30,39,2,21,0
3448,50,26,3,57,0
3449,30,26,6,9,1
3450,100,1,2,57,0
3451,10,32,0,40,1
3452,100,15,4,43,0
3453,20,21,2,57,1
3454,20,18,0,24,0
3455,50,30,3,46,0
3456,100,13,3,8,0
3457,50,24,0,24,1
3458,50,30,2,24,0
3459,20,2,4,53,0
3460,50,19,1,10,0
3461,20,47,2,35,0
3462,10,44,2,4,0
3463,100,47,4,57,0
3464,50,25,3,55,0
3465,20,14,0,44,0
3466,30,6,3,9,0
3467,50,12,0,11,0
3468,10,20,3,43,0
3469,10,23,1,48,0
3470,30,30,1,13,0
3471,20,30,1,27,0
3472,50,38,3,30,0
3473,20,30,0,46,0
3474,10,41,2,39,1
3475,20,30,1,12,1
3476,10,36,2,56,0
3477,20,34,0,19,0
3478,30,16,2,40,0
3479,100,24,4,4,1
3480,30,14,3,54,1
3481,30,26,6,49,0
3482,100,8,3,34,0
3483,100,14,1,23,0
3484,50,31,1,54,0
3485,50,2,3,45,1
3486,30,4,2,26,0
3487,30,1,3,53,0
3488,10,20,2,7,1
3489,10,14,4,18,0
3490,50,40,1,42,0
3491,50,25,3,4,0
3492,10,25,2,53,0
3493,10,3,5,8,1
3494,20,5,3,22,1
3495,20,38,1,54,0
3496,10,26,3,53,0
3497,20,40,3,26,0
3498,100,38,2,13,0
3499,50,38,0,46,0
3500,50,4,1,53,0
3501,10,7,2,17,0
3502,30,30,2,44,0
3503,10,30,1,36,0
3504,20,19,1,41,0
3505,30,39,1,47,0
3506,20,35,4,15,0
3507,100,40,1,18,0
3508,20,33,2,27,1
3509,100,33,3,6,0
3510,100,14,2,34,0
3511,20,38,3,41,0
3512,20,10,1,5,0
3513,100,28,3,57,0
3514,30,14,2,12,0
3515,100,36,1,29,0
3516,50,38,2,58,0
3517,100,16,1,37,1
3518,30,21,0,12,0
3519,50,28,2,25,0
3520,10,33,2,47,0
3521,10,6,1,34,0
3522,30,41,0,11,0
3523,100,15,0,23,0
3524,20,44,0,24,0
3525,30,3,0,51,0
3526,50,43,1,49,0
3527,50,47,2,18,0
3528,10,35,1,10,1
3529,50,14,0,5,0
3530,30,2,3,31,0
3531,50,29,0,25,0
3532,30,4,2,53,1
3533,20,26,1,17,0
3534,10,12,4,28,1
3535,50,2,0,1,1
3536,30,17,6,45,0
3537,100,35,1,2,0
3538,10,10,2,49,0
3539,20,22,2,47,0
3540,30,41,3,40,0
3541,20,43,0,2,0
3542,20,21,2,27,0
